"Site_ID","ID","Monitoring","Monitoring_ID","Monitoring_ID.","Lake","Site","LID","Lat","Lon","Site_size","DHT","Date_Time","Weather","Lake_water_clarity_m","Sediment_sample","Macrophyte_sample","Notes","Distance_5m","Distance_20m","Distance_deep_20m","Calculated_slope","Total_ weight_reef","Shear_stress","Bottom_visible","Water_clarity","Depth_10m","Slope","Riparian_vegetation","Riparian_species","Overhanging_trees","Erosion","Sructure","Bedrock","Boulders","Cobble","Gravel","Sand","Mud","Organic_matter","Rock_size","Temperature","DO_mgl","DO_percent","Conductivity","Specific_conductivity","pH","Vegetation_nearby","Vegetation_species","Wood_cover","Other","pH1","Reef_shape.1","Distance_to_shore.1","Length.1","Width.1","Area.1","Weight.1","Depth_on_R.1","Depth_on_L.1","Hight_above.1","Depth_after.1","Volume.1","Sedimentation.1","Accumulation_of_weeds.1","Reef_shape.2","Distance_to_shore.2","Length.2","Width.2","Area.2","Weight.2","Depth_on_R.2","Depth_on_L.2","Hight_above.2","Depth_after.2","Volume.2","Sedimentation.2","Accumulation_of_weeds.2","Reef_shape.3","Distance_to_shore.3","Length.3","Width.3","Area.3","Weight.3","Depth_on_R.3","Depth_on_L.3","Hight_above.3","Depth_after.3","Volume.3","Sedimentation.3","Accumulation_of_weeds.3","Emergent_Native","Emergent_Non_Native","Submerged_Native","Submerged_Non_Native","Total_Individuals_Bullies","Total_Individuals_Common_smelt","Total_Individuals_Kōaro","Total_Individuals_Morihana","Total_Individuals_Kōura","Total_Individuals_Trout","Total_Individuals_Catfish","Total_Individuals_Eel","Total_Individuals_Mosquitofish","Weighted_CPUE_Bullies","Weighted_CPUE_Common_smelt","Weighted_CPUE_Kōaro","Weighted_CPUE_Morihana","Weighted_CPUE_Kōura","Weighted_CPUE_Trout","Weighted_CPUE_Catfish","Weighted_CPUE_Eel","Weighted_CPUE_Mosquitofish","Weighted_BCUE_Bullies","Weighted_BCUE_Common_smelt","Weighted_BCUE_Kōaro","Weighted_BCUE_Morihana","Weighted_BCUE_Kōura","Weighted_BCUE_Trout","Weighted_BCUE_Catfish","Weighted_BCUE_Eel","Weighted_BCUE_Mosquitofish","Total_Weight_Bullies","Total_Weight_Common_smelt","Total_Weight_Kōaro","Total_Weight_Morihana","Total_Weight_Kōura","Total_Weight_Trout","Total_Weight_Catfish","Total_Weight_Eel","Total_Weight_Mosquitofish","Mean_Length_Bullies","Mean_Length_Common_smelt","Mean_Length_Kōaro","Mean_Length_Morihana","Mean_Length_Kōura","Mean_Length_Trout","Mean_Length_Catfish","Mean_Length_Eel","Mean_Length_Mosquitofish","Mean_Weight_Bullies","Mean_Weight_Common_smelt","Mean_Weight_Kōaro","Mean_Weight_Morihana","Mean_Weight_Kōura","Mean_Weight_Trout","Mean_Weight_Catfish","Mean_Weight_Eel","Mean_Weight_Mosquitofish","Min_Length_Bullies","Min_Length_Common_smelt","Min_Length_Kōaro","Min_Length_Morihana","Min_Length_Kōura","Min_Length_Trout","Min_Length_Catfish","Min_Length_Eel","Min_Length_Mosquitofish","Max_Length_Bullies","Max_Length_Common_smelt","Max_Length_Kōaro","Max_Length_Morihana","Max_Length_Kōura","Max_Length_Trout","Max_Length_Catfish","Max_Length_Eel","Max_Length_Mosquitofish","Min_Weight_Bullies","Min_Weight_Common_smelt","Min_Weight_Kōaro","Min_Weight_Morihana","Min_Weight_Kōura","Min_Weight_Trout","Min_Weight_Catfish","Min_Weight_Eel","Min_Weight_Mosquitofish","Max_Weight_Bullies","Max_Weight_Common_smelt","Max_Weight_Kōaro","Max_Weight_Morihana","Max_Weight_Kōura","Max_Weight_Trout","Max_Weight_Catfish","Max_Weight_Eel","Max_Weight_Mosquitofish","Weighted_CPUE_numerator_Bullies","Weighted_CPUE_numerator_Common_smelt","Weighted_CPUE_numerator_Kōaro","Weighted_CPUE_numerator_Morihana","Weighted_CPUE_numerator_Kōura","Weighted_CPUE_numerator_Trout","Weighted_CPUE_numerator_Catfish","Weighted_CPUE_numerator_Eel","Weighted_CPUE_numerator_Mosquitofish","Weighted_BCUE_numerator_Bullies","Weighted_BCUE_numerator_Common_smelt","Weighted_BCUE_numerator_Kōaro","Weighted_BCUE_numerator_Morihana","Weighted_BCUE_numerator_Kōura","Weighted_BCUE_numerator_Trout","Weighted_BCUE_numerator_Catfish","Weighted_BCUE_numerator_Eel","Weighted_BCUE_numerator_Mosquitofish","Total_Effort_sum_Bullies","Total_Effort_sum_Common_smelt","Total_Effort_sum_Kōaro","Total_Effort_sum_Morihana","Total_Effort_sum_Kōura","Total_Effort_sum_Trout","Total_Effort_sum_Catfish","Total_Effort_sum_Eel","Total_Effort_sum_Mosquitofish","Presence_Bullies","Presence_Eel","Presence_Morihana","Presence_Common_smelt","Presence_Kōaro","Presence_Kōura","Presence_Mosquitofish","Presence_Catfish","Presence_Trout","Predator_Fish_Presence","Presence_rocks","Slope_5m","Date","Time","Year","Month","Day","Season","Date_Time_Numeric","Habitat_Type","Substrate_index"
8,6,1,"8_1","6_1","Rotoiti","Control",54730,-38.0218725085535,176.348304238168,150,"Sandy",2025-04-28 08:30:00,"Cloudy",5,0,0,NA,220.524873221001,1741.06263130931,1738.07490007139,0.0115069839620712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,3.21,32.2,36.6,45.246631227593,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,90,65,0,0,7,3,0,4,0,10,16.25,0,0,1.75,0.75,0,1,0,2.5,121.75,0,0,2,17,0,49.75,0,1.5,487,NA,NA,8,68,NA,199,NA,6,NA,NA,NA,NA,29.8166666666667,NA,133.75,NA,NA,140,NA,NA,4,34,NA,49.75,NA,6,NA,NA,NA,NA,21.28,NA,95,NA,NA,NA,NA,NA,NA,38.35,NA,245,NA,NA,73,NA,NA,0,29,NA,4,NA,6,213,NA,NA,8,39,NA,179,NA,6,65,NA,NA,7,3,NA,4,NA,10,487,NA,NA,8,68,NA,199,NA,6,4,NA,NA,4,4,NA,4,NA,4,1,0,1,0,0,1,1,1,0,1,NA,0.022673179342401,2025-04-28,"08:30:00",2025,"Apr",28,"Autumn",1745829000,"Sandy",3
9,7,1,"9_1","7_1","Rotoiti","Reef",54730,-38.0400700989088,176.368333417899,150,"Sandy",2025-04-28 11:44:00,"Cloudy",5,0,0,NA,130.678248479696,334.104864132139,332.37012426407,0.0601738800810806,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,9.68,102.2,139.2,163.591491362087,7.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,11,80,2,2,0,0,0,0,11.75,2.75,20,0.5,0.5,0,0,0,0,302,62.5,96.5,77.75,18.5,0,0,0,0,1208,250,386,311,74,NA,NA,NA,NA,NA,NA,76.25,188.5,38.5,NA,NA,NA,NA,219.333333333333,250,4.825,155.5,37,NA,NA,NA,NA,NA,NA,45,180,37,NA,NA,NA,NA,NA,NA,150,197,40,NA,NA,NA,NA,54,250,1,108,35,NA,NA,NA,NA,511,250,40,203,39,NA,NA,NA,NA,47,11,80,2,2,NA,NA,NA,NA,1208,250,386,311,74,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,1,0,1,1,1,1,0,0,0,0,NA,0.0382619147269706,2025-04-28,"11:44:00",2025,"Apr",28,"Autumn",1745840640,"Sandy",3
10,8,1,"10_1","8_1","Rotoiti","Control",54730,-38.0399884269911,176.367640974845,150,"Sandy",2025-04-28 11:30:00,"Cloudy",5,0,0,"1 fyke net colappsed",69.5081840126718,381.61439291614,380.359464057203,0.0525818387339829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,9.59,101.2,138.9,163.238923492772,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,14,0,0,0,0,0,0,1.25,3,3.5,0,0,0,0,0,0,252.25,167.75,19.25,0,0,0,0,0,0,1009,671,77,NA,NA,NA,NA,NA,NA,NA,NA,85.7142857142857,NA,NA,NA,NA,NA,NA,131.375,335.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,14,321,1,NA,NA,NA,NA,NA,NA,399,350,15,NA,NA,NA,NA,NA,NA,5,12,14,NA,NA,NA,NA,NA,NA,1009,671,77,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,0,0,0,0,NA,0.0719339754163116,2025-04-28,"11:30:00",2025,"Apr",28,"Autumn",1745839800,"Sandy",3
11,9,1,"11_1","9_1","Rotoiti","Reef",54730,-38.0149838,176.4133799,150,"Sandy",2025-04-28 09:30:00,"Cloudy",5,0,0,NA,168.339491020125,259.826404337621,256.267203593034,0.0780435409587606,3010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,8.84,92.8,132.4,156.371796385969,7.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,33,44,0,14,0,0,0,0,5.5,8.25,11,0,3.5,0,0,0,0,210.75,7.25,129.5,0,55.5,0,0,0,0,843,29,518,NA,222,NA,NA,NA,NA,NA,NA,101.204545454545,NA,30.4988461538462,NA,NA,NA,NA,213.5,14.5,11.7727272727273,NA,23.3076923076923,NA,NA,NA,NA,NA,NA,68,NA,18,NA,NA,NA,NA,NA,NA,170,NA,36.81,NA,NA,NA,NA,11,9,3,NA,5,NA,NA,NA,NA,460,20,60,NA,41,NA,NA,NA,NA,22,33,44,NA,14,NA,NA,NA,NA,843,29,518,NA,222,NA,NA,NA,NA,4,4,4,NA,4,NA,NA,NA,NA,1,0,0,1,1,1,0,0,0,0,NA,0.029701883792688,2025-04-28,"09:30:00",2025,"Apr",28,"Autumn",1745832600,"Sandy",3.35
12,10,1,"12_1","10_1","Rotoiti","Control",54730,-38.0149894250948,176.414205051426,150,"Rocky",2025-04-28 09:45:00,"Cloudy",5,0,0,NA,138.622117701376,221.365381729161,219.146731835821,0.0912630539020928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,9.19,97,133.4,156.775179222,7.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,69,30,0,6,0,0,1,0,2.25,17.25,7.5,0,1.5,0,0,0.25,0,236.25,14.5,63.25,0,14.5,0,0,400,0,945,58,253,NA,58,NA,NA,1600,NA,NA,NA,92.5,NA,24.8,NA,NA,800,NA,238.5,29,8.43333333333333,NA,12.6,NA,NA,1600,NA,NA,NA,50,NA,14,NA,NA,800,NA,NA,NA,155,NA,28,NA,NA,800,NA,9,16,1,NA,2,NA,NA,1600,NA,519,42,46,NA,17,NA,NA,1600,NA,9,69,30,NA,6,NA,NA,1,NA,945,58,253,NA,58,NA,NA,1600,NA,4,4,4,NA,4,NA,NA,4,NA,1,1,0,1,1,1,0,0,0,1,NA,0.0360692801618509,2025-04-28,"09:45:00",2025,"Apr",28,"Autumn",1745833500,"Rocky",5
13,11,1,"13_1","11_1","Rotoiti","Reference",54730,-38.0276056022708,176.40494378912,150,"Rocky",2025-04-30 16:17:00,"Sunny",5,0,0,NA,38.942244562325,121.850769016352,119.249019758657,0.167716263332622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,9.8,102.2,130,152.3,7.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,271,0,4,0,0,0,0,3.5,0,67.75,0,1,0,0,0,0,683.333333333333,683.333333333333,683.333333333333,0,12.25,0,0,0,0,2733.33333333333,2733.33333333333,2733.33333333333,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,23.75,NA,NA,NA,NA,1366.66666666667,1366.66666666667,1366.66666666667,NA,12.25,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,700,700,700,NA,4,NA,NA,NA,NA,2033.33333333333,2033.33333333333,2033.33333333333,NA,29,NA,NA,NA,NA,14,0,271,NA,4,NA,NA,NA,NA,2733.33333333333,2733.33333333333,2733.33333333333,NA,49,NA,NA,NA,NA,4,4,4,NA,4,NA,NA,NA,NA,1,0,0,1,1,1,0,0,0,0,NA,0.128395269871971,2025-04-30,"16:17:00",2025,"Apr",30,"Autumn",1746029820,"Rocky",6.6
14,12,1,"14_1","12_1","Rotoiti","Reference",54730,-38.027783,176.4042814,150,"Rocky",2025-04-30 16:17:00,"Sunny",5,0,0,NA,70.9186341457602,162.050124796368,160.734632833987,0.124428691237045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,9.8,102.2,130,152.3,7.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,9,2,4,0,1,0,0,5,0,2.25,0.5,1,0,0.25,0,0,106.5,379.25,0,0,15.5,0,1.75,0,0,426,1517,0,0,62,NA,7,NA,NA,NA,NA,NA,NA,22.5,NA,85,NA,NA,426,505.666666666667,NA,NA,11.6666666666667,NA,7,NA,NA,NA,NA,NA,NA,18,NA,85,NA,NA,NA,NA,NA,NA,30,NA,85,NA,NA,426,491,NA,NA,4,NA,7,NA,NA,426,527,NA,NA,27,NA,7,NA,NA,20,0,9,2,4,NA,1,NA,NA,426,1517,0,0,62,NA,7,NA,NA,4,4,4,4,4,NA,4,NA,NA,1,0,1,1,1,1,0,1,0,1,NA,0.0705033318848671,2025-04-30,"16:17:00",2025,"Apr",30,"Autumn",1746029820,"Rocky",6.2
15,13,1,"15_1","13_1","Rotoiti","Reference",54730,-38.0401949,176.3586787,150,"Sandy",2025-04-30 17:11:00,"Sunny",5,0,0,"All nets collapsed",63.3350158193617,218.544411001867,218.384482858113,0.0915815983729679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,9.78,101.6,130.9,153.9,7.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0789452711950138,2025-04-30,"17:11:00",2025,"Apr",30,"Autumn",1746033060,"Sandy",3.6
16,14,1,"16_1","14_1","Rotoiti","Reference",54730,-38.0398114,176.3581623,150,"Sandy",2025-04-30 17:11:00,"Sunny",5,0,0,"All nets collapsed",59.880478669367,183.129609879407,182.742768352052,0.109443455302539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,9.78,101.6,130.9,153.9,7.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083499666520833,2025-04-30,"17:11:00",2025,"Apr",30,"Autumn",1746033060,"Sandy",3.5
17,15,1,"17_1","15_1","Rotoiti","Reference",54730,-38.0354320054637,176.345087343881,150,"Rocky",2025-04-30 12:41:00,"Sunny",5,0,0,NA,57.9411293181277,639.033952746429,638.656123016178,0.0313157570705595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,9.31,97.1,138.3,161.8,8.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,20,14,1,7,0,0,0,0,2,5,3.5,0.25,1.75,0,0,0,0,122.25,0,23.75,15,67.75,0,0,0,0,489,0,95,60,271,NA,NA,NA,NA,NA,NA,NA,155,35.4285714285714,NA,NA,NA,NA,244.5,NA,95,60,38.7142857142857,NA,NA,NA,NA,NA,NA,NA,155,27,NA,NA,NA,NA,NA,NA,NA,155,45,NA,NA,NA,NA,213,NA,95,60,18,NA,NA,NA,NA,276,NA,95,60,66,NA,NA,NA,NA,8,20,14,1,7,NA,NA,NA,NA,489,0,95,60,271,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,1,0,1,1,1,1,0,0,0,0,NA,0.0862944864700053,2025-04-30,"12:41:00",2025,"Apr",30,"Autumn",1746016860,"Rocky",5.2
18,16,1,"18_1","16_1","Rotoiti","Reference",54730,-38.035946522854,176.345727107707,150,"Rocky",2025-04-30 13:08:00,"Sunny",5,0,0,NA,27.586278169075,565.618637286375,565.447481720974,0.0353702167690778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,9.45,98.5,138.3,161.9,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,30,9,15,8,0,0,0,0,4,7.5,2.25,3.75,2,0,0,0,0,219,0,22.5,295.75,99.5,0,0,0,0,876,0,90,1183,398,NA,NA,NA,NA,NA,NA,50,132.533333333333,37.5,NA,NA,NA,NA,148,NA,30,78.8666666666667,49.75,NA,NA,NA,NA,NA,NA,50,80,19,NA,NA,NA,NA,NA,NA,50,205,58,NA,NA,NA,NA,6,NA,1,12,8,NA,NA,NA,NA,440,NA,60,245,108,NA,NA,NA,NA,16,30,9,15,8,NA,NA,NA,NA,876,0,90,1183,398,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,1,0,1,1,1,1,0,0,0,0,NA,0.181249531718459,2025-04-30,"13:08:00",2025,"Apr",30,"Autumn",1746018480,"Rocky",5.2
19,17,1,"19_1","17_1","Rotoiti","Reference",54730,-38.0174132,176.3755268,150,"Rocky",2025-04-30 14:10:00,"Sunny",5,0,0,NA,13.9155980353024,411.557104130868,410.694566686954,0.0486979902396535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,9.63,100.5,131.7,154.2,7.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,4,3,11,0,5,0,0,2.5,2.5,1,0.75,2.75,0,1.25,0,0,174.5,0,4.75,51,55,0,206.75,0,0,698,0,19,204,220,NA,827,NA,NA,NA,NA,NA,138,27.1458333333333,NA,179,NA,NA,349,NA,9.5,68,18.5416666666667,NA,165.4,NA,NA,NA,NA,NA,100,20,NA,85,NA,NA,NA,NA,NA,164,38,NA,325,NA,NA,188,NA,9,21,7,NA,7,NA,NA,510,NA,10,106,41,NA,489,NA,NA,10,10,4,3,11,NA,5,NA,NA,698,0,19,204,220,NA,827,NA,NA,4,4,4,4,4,NA,4,NA,NA,1,0,1,1,1,1,0,1,0,1,NA,0.359309027705136,2025-04-30,"14:10:00",2025,"Apr",30,"Autumn",1746022200,"Rocky",5
20,18,1,"20_1","18_1","Rotoiti","Reference",54730,-38.0172588,176.3757789,150,"Rocky",2025-04-30 14:10:00,"Sunny",5,0,0,NA,10.2582815366794,393.995431341253,393.146305968451,0.0508716467543382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,9.63,100.5,131.7,154.2,7.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,3,4,5,0,7,0,0,5,0.25,0.75,1,1.25,0,1.75,0,0,39.75,0,12.75,142,19.5,0,157.25,0,0,159,0,51,568,78,NA,629,NA,NA,NA,NA,101.666666666667,153.25,23.6666666666667,NA,129.571428571429,NA,NA,79.5,NA,17,142,14,NA,89.8571428571429,NA,NA,NA,NA,90,105,20,NA,75,NA,NA,NA,NA,120,203,30,NA,335,NA,NA,15,NA,12,21,4,NA,5,NA,NA,144,NA,21,232,26,NA,550,NA,NA,20,1,3,4,5,NA,7,NA,NA,159,0,51,568,78,NA,629,NA,NA,4,4,4,4,4,NA,4,NA,NA,1,0,1,1,1,1,0,1,0,1,NA,0.487411071934617,2025-04-30,"14:10:00",2025,"Apr",30,"Autumn",1746022200,"Rocky",6.2
21,19,1,"21_1","19_1","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-04-30 15:10:00,"Sunny",5,0,0,NA,142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,82,2,42,0,1,0,0,1.5,2.5,20.5,0.5,10.5,0,0.25,0,0,183.75,47,0,70,149.5,0,2.5,0,0,735,188,0,280,598,NA,10,NA,NA,NA,NA,NA,NA,25.9809384164223,NA,100,NA,NA,245,188,NA,280,16.5073313782991,NA,10,NA,NA,NA,NA,NA,NA,12,NA,100,NA,NA,NA,NA,NA,NA,36,NA,100,NA,NA,93,188,NA,280,2,NA,10,NA,NA,502,188,NA,280,33,NA,10,NA,NA,6,10,82,2,42,NA,1,NA,NA,735,188,0,280,598,NA,10,NA,NA,4,4,4,4,4,NA,4,NA,NA,1,0,1,1,1,1,0,1,0,1,NA,0.0350396122081481,2025-04-30,"15:10:00",2025,"Apr",30,"Autumn",1746025800,"Rocky",5.7
22,20,1,"22_1","20_1","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-04-30 15:10:00,"Sunny",5,0,0,NA,112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,211,0,69,0,0,0,0,2.75,0,52.75,0,17.25,0,0,0,0,489.75,113,0,0,247,0,0,0,0,1959,452,0,NA,988,NA,NA,NA,NA,NA,NA,NA,NA,27.0604508196721,NA,NA,NA,NA,489.75,452,NA,NA,17.1670081967213,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,285,452,NA,NA,3,NA,NA,NA,NA,621,452,NA,NA,41,NA,NA,NA,NA,11,0,211,NA,69,NA,NA,NA,NA,1959,452,0,NA,988,NA,NA,NA,NA,4,4,4,NA,4,NA,NA,NA,NA,1,0,0,1,1,1,0,0,0,0,NA,0.0443844561751221,2025-04-30,"15:10:00",2025,"Apr",30,"Autumn",1746025800,"Rocky",5.7
